"","x"
"482","http://www.espncricinfo.com/ci/content/player/395057.html"
"483","http://www.espncricinfo.com/ci/content/player/226493.html"
"484","http://www.espncricinfo.com/ci/content/player/277662.html"
"485","http://www.espncricinfo.com/ci/content/player/364343.html"
"486","http://www.espncricinfo.com/ci/content/player/38141.html"
"487","http://www.espncricinfo.com/ci/content/player/265564.html"
"488","http://www.espncricinfo.com/ci/content/player/370535.html"
"489","http://www.espncricinfo.com/ci/content/player/210283.html"
"490","http://www.espncricinfo.com/ci/content/player/46538.html"
"491","http://www.espncricinfo.com/ci/content/player/228622.html"
"492","http://www.espncricinfo.com/ci/content/player/5961.html"
"493","http://www.espncricinfo.com/ci/content/player/36084.html"
"494","http://www.espncricinfo.com/ci/content/player/26421.html"
"495","http://www.espncricinfo.com/ci/content/player/402245.html"
"496","http://www.espncricinfo.com/ci/content/player/556749.html"
"497","http://www.espncricinfo.com/ci/content/player/568136.html"
"498","http://www.espncricinfo.com/ci/content/player/461281.html"
"499","http://www.espncricinfo.com/ci/content/player/407265.html"
"500","http://www.espncricinfo.com/ci/content/player/428366.html"
"501","http://www.espncricinfo.com/ci/content/player/672775.html"
"502","http://www.espncricinfo.com/ci/content/player/786925.html"
"503","http://www.espncricinfo.com/ci/content/player/49535.html"
"504","http://www.espncricinfo.com/ci/content/player/50205.html"
"505","http://www.espncricinfo.com/ci/content/player/304735.html"
"506","http://www.espncricinfo.com/ci/content/player/44014.html"
"507","http://www.espncricinfo.com/ci/content/player/1005369.html"
"508","http://www.espncricinfo.com/ci/content/player/348054.html"
"509","http://www.espncricinfo.com/ci/content/player/53191.html"
"510","http://www.espncricinfo.com/ci/content/player/318334.html"
"511","http://www.espncricinfo.com/ci/content/player/307653.html"
"512","http://www.espncricinfo.com/ci/content/player/387420.html"
"513","http://www.espncricinfo.com/ci/content/player/793467.html"
"514","http://www.espncricinfo.com/ci/content/player/410768.html"
"515","http://www.espncricinfo.com/ci/content/player/301847.html"
"516","http://www.espncricinfo.com/ci/content/player/375724.html"
"517","http://www.espncricinfo.com/ci/content/player/401057.html"
"518","http://www.espncricinfo.com/ci/content/player/793447.html"
"519","http://www.espncricinfo.com/ci/content/player/56017.html"
"520","http://www.espncricinfo.com/ci/content/player/288305.html"
"521","http://www.espncricinfo.com/ci/content/player/46942.html"
"522","http://www.espncricinfo.com/ci/content/player/467420.html"
"523","http://www.espncricinfo.com/ci/content/player/215155.html"
"524","http://www.espncricinfo.com/ci/content/player/557298.html"
"525","http://www.espncricinfo.com/ci/content/player/446548.html"
"526","http://www.espncricinfo.com/ci/content/player/4451.html"
"527","http://www.espncricinfo.com/ci/content/player/318845.html"
"528","http://www.espncricinfo.com/ci/content/player/553800.html"
"529","http://www.espncricinfo.com/ci/content/player/439288.html"
"530","http://www.espncricinfo.com/ci/content/player/297583.html"
"531","http://www.espncricinfo.com/ci/content/player/227762.html"
"532","http://www.espncricinfo.com/ci/content/player/323389.html"
"533","http://www.espncricinfo.com/ci/content/player/51248.html"
"534","http://www.espncricinfo.com/ci/content/player/230558.html"
"535","http://www.espncricinfo.com/ci/content/player/230559.html"
"536","http://www.espncricinfo.com/ci/content/player/333066.html"
"537","http://www.espncricinfo.com/ci/content/player/348024.html"
"538","http://www.espncricinfo.com/ci/content/player/52917.html"
"539","http://www.espncricinfo.com/ci/content/player/317252.html"
"540","http://www.espncricinfo.com/ci/content/player/521637.html"
"541","http://www.espncricinfo.com/ci/content/player/31107.html"
"542","http://www.espncricinfo.com/ci/content/player/36948.html"
"543","http://www.espncricinfo.com/ci/content/player/277955.html"
"544","http://www.espncricinfo.com/ci/content/player/447587.html"
"545","http://www.espncricinfo.com/ci/content/player/646175.html"
"546","http://www.espncricinfo.com/ci/content/player/1063728.html"
"547","http://www.espncricinfo.com/ci/content/player/55705.html"
"548","http://www.espncricinfo.com/ci/content/player/421892.html"
"549","http://www.espncricinfo.com/ci/content/player/410765.html"
"550","http://www.espncricinfo.com/ci/content/player/317273.html"
"551","http://www.espncricinfo.com/ci/content/player/316397.html"
"552","http://www.espncricinfo.com/ci/content/player/499592.html"
"553","http://www.espncricinfo.com/ci/content/player/345825.html"
"554","http://www.espncricinfo.com/ci/content/player/826679.html"
"555","http://www.espncricinfo.com/ci/content/player/440516.html"
"556","http://www.espncricinfo.com/ci/content/player/4493.html"
"557","http://www.espncricinfo.com/ci/content/player/711559.html"
"558","http://www.espncricinfo.com/ci/content/player/533953.html"
"559","http://www.espncricinfo.com/ci/content/player/51862.html"
"560","http://www.espncricinfo.com/ci/content/player/55787.html"
"561","http://www.espncricinfo.com/ci/content/player/235516.html"
"562","http://www.espncricinfo.com/ci/content/player/232444.html"
"563","http://www.espncricinfo.com/ci/content/player/537126.html"
"564","http://www.espncricinfo.com/ci/content/player/398439.html"
"565","http://www.espncricinfo.com/ci/content/player/235524.html"
"566","http://www.espncricinfo.com/ci/content/player/453289.html"
"567","http://www.espncricinfo.com/ci/content/player/55652.html"
"568","http://www.espncricinfo.com/ci/content/player/28671.html"
"569","http://www.espncricinfo.com/ci/content/player/267414.html"
"570","http://www.espncricinfo.com/ci/content/player/531953.html"
"571","http://www.espncricinfo.com/ci/content/player/49638.html"
"572","http://www.espncricinfo.com/ci/content/player/50438.html"
"573","http://www.espncricinfo.com/ci/content/player/288992.html"
"574","http://www.espncricinfo.com/ci/content/player/362079.html"
"575","http://www.espncricinfo.com/ci/content/player/311427.html"
"576","http://www.espncricinfo.com/ci/content/player/458897.html"
"577","http://www.espncricinfo.com/ci/content/player/526441.html"
"578","http://www.espncricinfo.com/ci/content/player/571707.html"
"579","http://www.espncricinfo.com/ci/content/player/440968.html"
"580","http://www.espncricinfo.com/ci/content/player/43524.html"
"581","http://www.espncricinfo.com/ci/content/player/547079.html"
"582","http://www.espncricinfo.com/ci/content/player/429981.html"
"583","http://www.espncricinfo.com/ci/content/player/48472.html"
"584","http://www.espncricinfo.com/ci/content/player/784369.html"
"585","http://www.espncricinfo.com/ci/content/player/300629.html"
"586","http://www.espncricinfo.com/ci/content/player/541224.html"
"587","http://www.espncricinfo.com/ci/content/player/55666.html"
"588","http://www.espncricinfo.com/ci/content/player/498875.html"
"589","http://www.espncricinfo.com/ci/content/player/333001.html"
"590","http://www.espncricinfo.com/ci/content/player/24237.html"
"591","http://www.espncricinfo.com/ci/content/player/27223.html"
"592","http://www.espncricinfo.com/ci/content/player/29264.html"
"593","http://www.espncricinfo.com/ci/content/player/537119.html"
"594","http://www.espncricinfo.com/ci/content/player/273439.html"
"595","http://www.espncricinfo.com/ci/content/player/268739.html"
"596","http://www.espncricinfo.com/ci/content/player/431909.html"
"597","http://www.espncricinfo.com/ci/content/player/52912.html"
"598","http://www.espncricinfo.com/ci/content/player/56268.html"
"599","http://www.espncricinfo.com/ci/content/player/511532.html"
"600","http://www.espncricinfo.com/ci/content/player/293831.html"
"601","http://www.espncricinfo.com/ci/content/player/297635.html"
"602","http://www.espncricinfo.com/ci/content/player/461632.html"
"603","http://www.espncricinfo.com/ci/content/player/232491.html"
"604","http://www.espncricinfo.com/ci/content/player/43652.html"
"605","http://www.espncricinfo.com/ci/content/player/480603.html"
"606","http://www.espncricinfo.com/ci/content/player/348154.html"
"607","http://www.espncricinfo.com/ci/content/player/793907.html"
"608","http://www.espncricinfo.com/ci/content/player/319758.html"
"609","http://www.espncricinfo.com/ci/content/player/319439.html"
"610","http://www.espncricinfo.com/ci/content/player/37737.html"
"611","http://www.espncricinfo.com/ci/content/player/501012.html"
"612","http://www.espncricinfo.com/ci/content/player/236779.html"
"613","http://www.espncricinfo.com/ci/content/player/537124.html"
"614","http://www.espncricinfo.com/ci/content/player/290727.html"
"615","http://www.espncricinfo.com/ci/content/player/44956.html"
"616","http://www.espncricinfo.com/ci/content/player/43266.html"
"617","http://www.espncricinfo.com/ci/content/player/323244.html"
"618","http://www.espncricinfo.com/ci/content/player/393279.html"
"619","http://www.espncricinfo.com/ci/content/player/221140.html"
"620","http://www.espncricinfo.com/ci/content/player/10617.html"
"621","http://www.espncricinfo.com/ci/content/player/42699.html"
"622","http://www.espncricinfo.com/ci/content/player/317248.html"
"623","http://www.espncricinfo.com/ci/content/player/40250.html"
"624","http://www.espncricinfo.com/ci/content/player/43871.html"
"625","http://www.espncricinfo.com/ci/content/player/293983.html"
"626","http://www.espncricinfo.com/ci/content/player/9310.html"
"627","http://www.espncricinfo.com/ci/content/player/349853.html"
"628","http://www.espncricinfo.com/ci/content/player/384518.html"
"629","http://www.espncricinfo.com/ci/content/player/41324.html"
"630","http://www.espncricinfo.com/ci/content/player/55820.html"
"631","http://www.espncricinfo.com/ci/content/player/55329.html"
"632","http://www.espncricinfo.com/ci/content/player/392946.html"
"633","http://www.espncricinfo.com/ci/content/player/37749.html"
"634","http://www.espncricinfo.com/ci/content/player/440523.html"
"635","http://www.espncricinfo.com/ci/content/player/355267.html"
"636","http://www.espncricinfo.com/ci/content/player/237095.html"
"637","http://www.espncricinfo.com/ci/content/player/35565.html"
"638","http://www.espncricinfo.com/ci/content/player/35582.html"
"639","http://www.espncricinfo.com/ci/content/player/629066.html"
"640","http://www.espncricinfo.com/ci/content/player/233802.html"
"641","http://www.espncricinfo.com/ci/content/player/47711.html"
"642","http://www.espncricinfo.com/ci/content/player/46945.html"
"643","http://www.espncricinfo.com/ci/content/player/326632.html"
"644","http://www.espncricinfo.com/ci/content/player/8180.html"
"645","http://www.espncricinfo.com/ci/content/player/272465.html"
"646","http://www.espncricinfo.com/ci/content/player/5560.html"
"647","http://www.espncricinfo.com/ci/content/player/398666.html"
"648","http://www.espncricinfo.com/ci/content/player/6033.html"
"649","http://www.espncricinfo.com/ci/content/player/42639.html"
"650","http://www.espncricinfo.com/ci/content/player/41378.html"
"651","http://www.espncricinfo.com/ci/content/player/343548.html"
"652","http://www.espncricinfo.com/ci/content/player/5017.html"
"653","http://www.espncricinfo.com/ci/content/player/272364.html"
"654","http://www.espncricinfo.com/ci/content/player/43265.html"
"655","http://www.espncricinfo.com/ci/content/player/53118.html"
"656","http://www.espncricinfo.com/ci/content/player/51439.html"
"657","http://www.espncricinfo.com/ci/content/player/53115.html"
"658","http://www.espncricinfo.com/ci/content/player/38710.html"
"659","http://www.espncricinfo.com/ci/content/player/37740.html"
"660","http://www.espncricinfo.com/ci/content/player/46393.html"
"661","http://www.espncricinfo.com/ci/content/player/279810.html"
"662","http://www.espncricinfo.com/ci/content/player/360911.html"
"663","http://www.espncricinfo.com/ci/content/player/50163.html"
"664","http://www.espncricinfo.com/ci/content/player/50710.html"
"665","http://www.espncricinfo.com/ci/content/player/49289.html"
"666","http://www.espncricinfo.com/ci/content/player/30288.html"
"667","http://www.espncricinfo.com/ci/content/player/717099.html"
"668","http://www.espncricinfo.com/ci/content/player/694037.html"
"669","http://www.espncricinfo.com/ci/content/player/25053.html"
"670","http://www.espncricinfo.com/ci/content/player/15501.html"
"671","http://www.espncricinfo.com/ci/content/player/4578.html"
"672","http://www.espncricinfo.com/ci/content/player/46750.html"
"673","http://www.espncricinfo.com/ci/content/player/235521.html"
"674","http://www.espncricinfo.com/ci/content/player/49700.html"
"675","http://www.espncricinfo.com/ci/content/player/49178.html"
"676","http://www.espncricinfo.com/ci/content/player/244639.html"
"677","http://www.espncricinfo.com/ci/content/player/21646.html"
"678","http://www.espncricinfo.com/ci/content/player/10582.html"
"679","http://www.espncricinfo.com/ci/content/player/11728.html"
"680","http://www.espncricinfo.com/ci/content/player/9062.html"
"681","http://www.espncricinfo.com/ci/content/player/49363.html"
"682","http://www.espncricinfo.com/ci/content/player/39745.html"
"683","http://www.espncricinfo.com/ci/content/player/49013.html"
"684","http://www.espncricinfo.com/ci/content/player/290645.html"
"685","http://www.espncricinfo.com/ci/content/player/25589.html"
"686","http://www.espncricinfo.com/ci/content/player/25601.html"
"687","http://www.espncricinfo.com/ci/content/player/384817.html"
"688","http://www.espncricinfo.com/ci/content/player/42746.html"
"689","http://www.espncricinfo.com/ci/content/player/447458.html"
"690","http://www.espncricinfo.com/ci/content/player/738445.html"
"691","http://www.espncricinfo.com/ci/content/player/25552.html"
"692","http://www.espncricinfo.com/ci/content/player/447290.html"
"693","http://www.espncricinfo.com/ci/content/player/779973.html"
"694","http://www.espncricinfo.com/ci/content/player/220521.html"
"695","http://www.espncricinfo.com/ci/content/player/623104.html"
"696","http://www.espncricinfo.com/ci/content/player/42321.html"
"697","http://www.espncricinfo.com/ci/content/player/638713.html"
"698","http://www.espncricinfo.com/ci/content/player/297488.html"
"699","http://www.espncricinfo.com/ci/content/player/353431.html"
"700","http://www.espncricinfo.com/ci/content/player/25451.html"
"701","http://www.espncricinfo.com/ci/content/player/509107.html"
"702","http://www.espncricinfo.com/ci/content/player/364329.html"
"703","http://www.espncricinfo.com/ci/content/player/402247.html"
"704","http://www.espncricinfo.com/ci/content/player/227772.html"
"705","http://www.espncricinfo.com/ci/content/player/499660.html"
"706","http://www.espncricinfo.com/ci/content/player/8608.html"
"707","http://www.espncricinfo.com/ci/content/player/52280.html"
"708","http://www.espncricinfo.com/ci/content/player/51659.html"
"709","http://www.espncricinfo.com/ci/content/player/343305.html"
"710","http://www.espncricinfo.com/ci/content/player/547092.html"
"711","http://www.espncricinfo.com/ci/content/player/232438.html"
"712","http://www.espncricinfo.com/ci/content/player/53116.html"
"713","http://www.espncricinfo.com/ci/content/player/55612.html"
"714","http://www.espncricinfo.com/ci/content/player/465797.html"
"715","http://www.espncricinfo.com/ci/content/player/455463.html"
"716","http://www.espncricinfo.com/ci/content/player/318615.html"
"717","http://www.espncricinfo.com/ci/content/player/740453.html"
"718","http://www.espncricinfo.com/ci/content/player/42876.html"
"719","http://www.espncricinfo.com/ci/content/player/387046.html"
"720","http://www.espncricinfo.com/ci/content/player/542344.html"
"721","http://www.espncricinfo.com/ci/content/player/631264.html"
"722","http://www.espncricinfo.com/ci/content/player/26023.html"
"723","http://www.espncricinfo.com/ci/content/player/455460.html"
"724","http://www.espncricinfo.com/ci/content/player/42126.html"
"725","http://www.espncricinfo.com/ci/content/player/580400.html"
"726","http://www.espncricinfo.com/ci/content/player/402144.html"
"727","http://www.espncricinfo.com/ci/content/player/530199.html"
"728","http://www.espncricinfo.com/ci/content/player/319737.html"
"729","http://www.espncricinfo.com/ci/content/player/626111.html"
"730","http://www.espncricinfo.com/ci/content/player/40170.html"
"731","http://www.espncricinfo.com/ci/content/player/738447.html"
"732","http://www.espncricinfo.com/ci/content/player/25952.html"
"733","http://www.espncricinfo.com/ci/content/player/437757.html"
"734","http://www.espncricinfo.com/ci/content/player/437005.html"
"735","http://www.espncricinfo.com/ci/content/player/568452.html"
"736","http://www.espncricinfo.com/ci/content/player/741143.html"
"737","http://www.espncricinfo.com/ci/content/player/703329.html"
"738","http://www.espncricinfo.com/ci/content/player/530202.html"
"739","http://www.espncricinfo.com/ci/content/player/25983.html"
"740","http://www.espncricinfo.com/ci/content/player/342616.html"
"741","http://www.espncricinfo.com/ci/content/player/10656.html"
"742","http://www.espncricinfo.com/ci/content/player/56167.html"
"743","http://www.espncricinfo.com/ci/content/player/56283.html"
"744","http://www.espncricinfo.com/ci/content/player/378496.html"
"745","http://www.espncricinfo.com/ci/content/player/32540.html"
"746","http://www.espncricinfo.com/ci/content/player/45789.html"
"747","http://www.espncricinfo.com/ci/content/player/343529.html"
"748","http://www.espncricinfo.com/ci/content/player/392944.html"
"749","http://www.espncricinfo.com/ci/content/player/230860.html"
"750","http://www.espncricinfo.com/ci/content/player/56154.html"
"751","http://www.espncricinfo.com/ci/content/player/444135.html"
"752","http://www.espncricinfo.com/ci/content/player/51786.html"
"753","http://www.espncricinfo.com/ci/content/player/55597.html"
"754","http://www.espncricinfo.com/ci/content/player/230371.html"
"755","http://www.espncricinfo.com/ci/content/player/210279.html"
"756","http://www.espncricinfo.com/ci/content/player/24286.html"
"757","http://www.espncricinfo.com/ci/content/player/348037.html"
"758","http://www.espncricinfo.com/ci/content/player/25120.html"
"759","http://www.espncricinfo.com/ci/content/player/25430.html"
"760","http://www.espncricinfo.com/ci/content/player/25102.html"
"761","http://www.espncricinfo.com/ci/content/player/295644.html"
"762","http://www.espncricinfo.com/ci/content/player/25476.html"
"763","http://www.espncricinfo.com/ci/content/player/413702.html"
"764","http://www.espncricinfo.com/ci/content/player/467426.html"
"765","http://www.espncricinfo.com/ci/content/player/219885.html"
"766","http://www.espncricinfo.com/ci/content/player/355107.html"
"767","http://www.espncricinfo.com/ci/content/player/214695.html"
"768","http://www.espncricinfo.com/ci/content/player/25022.html"
"769","http://www.espncricinfo.com/ci/content/player/414985.html"
"770","http://www.espncricinfo.com/ci/content/player/6038.html"
"771","http://www.espncricinfo.com/ci/content/player/261747.html"
"772","http://www.espncricinfo.com/ci/content/player/387845.html"
"773","http://www.espncricinfo.com/ci/content/player/233063.html"
"774","http://www.espncricinfo.com/ci/content/player/233061.html"
"775","http://www.espncricinfo.com/ci/content/player/261753.html"
"776","http://www.espncricinfo.com/ci/content/player/406308.html"
"777","http://www.espncricinfo.com/ci/content/player/267455.html"
"778","http://www.espncricinfo.com/ci/content/player/494133.html"
"779","http://www.espncricinfo.com/ci/content/player/24752.html"
"780","http://www.espncricinfo.com/ci/content/player/24790.html"
"781","http://www.espncricinfo.com/ci/content/player/339374.html"
"782","http://www.espncricinfo.com/ci/content/player/315050.html"
"783","http://www.espncricinfo.com/ci/content/player/308412.html"
"784","http://www.espncricinfo.com/ci/content/player/24773.html"
"785","http://www.espncricinfo.com/ci/content/player/315051.html"
"786","http://www.espncricinfo.com/ci/content/player/308413.html"
"787","http://www.espncricinfo.com/ci/content/player/254114.html"
"788","http://www.espncricinfo.com/ci/content/player/245188.html"
"789","http://www.espncricinfo.com/ci/content/player/50460.html"
"790","http://www.espncricinfo.com/ci/content/player/25591.html"
"791","http://www.espncricinfo.com/ci/content/player/342179.html"
"792","http://www.espncricinfo.com/ci/content/player/339669.html"
"793","http://www.espncricinfo.com/ci/content/player/440162.html"
"794","http://www.espncricinfo.com/ci/content/player/315052.html"
"795","http://www.espncricinfo.com/ci/content/player/25580.html"
"796","http://www.espncricinfo.com/ci/content/player/307075.html"
"797","http://www.espncricinfo.com/ci/content/player/414248.html"
"798","http://www.espncricinfo.com/ci/content/player/23803.html"
"799","http://www.espncricinfo.com/ci/content/player/418615.html"
"800","http://www.espncricinfo.com/ci/content/player/361952.html"
"801","http://www.espncricinfo.com/ci/content/player/414249.html"
"802","http://www.espncricinfo.com/ci/content/player/414397.html"
"803","http://www.espncricinfo.com/ci/content/player/494847.html"
"804","http://www.espncricinfo.com/ci/content/player/41224.html"
"805","http://www.espncricinfo.com/ci/content/player/212175.html"
"806","http://www.espncricinfo.com/ci/content/player/440977.html"
"807","http://www.espncricinfo.com/ci/content/player/355583.html"
"808","http://www.espncricinfo.com/ci/content/player/208755.html"
"809","http://www.espncricinfo.com/ci/content/player/307077.html"
"810","http://www.espncricinfo.com/ci/content/player/352894.html"
"811","http://www.espncricinfo.com/ci/content/player/472153.html"
"812","http://www.espncricinfo.com/ci/content/player/348016.html"
"813","http://www.espncricinfo.com/ci/content/player/24760.html"
"814","http://www.espncricinfo.com/ci/content/player/24711.html"
"815","http://www.espncricinfo.com/ci/content/player/364300.html"
"816","http://www.espncricinfo.com/ci/content/player/214696.html"
"817","http://www.espncricinfo.com/ci/content/player/475816.html"
"818","http://www.espncricinfo.com/ci/content/player/420341.html"
"819","http://www.espncricinfo.com/ci/content/player/43726.html"
"820","http://www.espncricinfo.com/ci/content/player/348129.html"
"821","http://www.espncricinfo.com/ci/content/player/463217.html"
"822","http://www.espncricinfo.com/ci/content/player/329690.html"
"823","http://www.espncricinfo.com/ci/content/player/24849.html"
"824","http://www.espncricinfo.com/ci/content/player/447287.html"
"825","http://www.espncricinfo.com/ci/content/player/342182.html"
"826","http://www.espncricinfo.com/ci/content/player/43181.html"
"827","http://www.espncricinfo.com/ci/content/player/308691.html"
"828","http://www.espncricinfo.com/ci/content/player/238612.html"
"829","http://www.espncricinfo.com/ci/content/player/308515.html"
"830","http://www.espncricinfo.com/ci/content/player/24716.html"
"831","http://www.espncricinfo.com/ci/content/player/291844.html"
"832","http://www.espncricinfo.com/ci/content/player/298195.html"
"833","http://www.espncricinfo.com/ci/content/player/307657.html"
"834","http://www.espncricinfo.com/ci/content/player/396573.html"
"835","http://www.espncricinfo.com/ci/content/player/23887.html"
"836","http://www.espncricinfo.com/ci/content/player/43751.html"
"837","http://www.espncricinfo.com/ci/content/player/51739.html"
"838","http://www.espncricinfo.com/ci/content/player/276370.html"
"839","http://www.espncricinfo.com/ci/content/player/500236.html"
"840","http://www.espncricinfo.com/ci/content/player/447447.html"
"841","http://www.espncricinfo.com/ci/content/player/43060.html"
"842","http://www.espncricinfo.com/ci/content/player/434317.html"
"843","http://www.espncricinfo.com/ci/content/player/308418.html"
"844","http://www.espncricinfo.com/ci/content/player/24750.html"
"845","http://www.espncricinfo.com/ci/content/player/25433.html"
"846","http://www.espncricinfo.com/ci/content/player/297524.html"
"847","http://www.espncricinfo.com/ci/content/player/524044.html"
"848","http://www.espncricinfo.com/ci/content/player/293031.html"
"849","http://www.espncricinfo.com/ci/content/player/259413.html"
"850","http://www.espncricinfo.com/ci/content/player/348135.html"
"851","http://www.espncricinfo.com/ci/content/player/521478.html"
"852","http://www.espncricinfo.com/ci/content/player/533863.html"
"853","http://www.espncricinfo.com/ci/content/player/24964.html"
"854","http://www.espncricinfo.com/ci/content/player/499559.html"
"855","http://www.espncricinfo.com/ci/content/player/524076.html"
"856","http://www.espncricinfo.com/ci/content/player/44493.html"
"857","http://www.espncricinfo.com/ci/content/player/24943.html"
"858","http://www.espncricinfo.com/ci/content/player/523344.html"
"859","http://www.espncricinfo.com/ci/content/player/23797.html"
"860","http://www.espncricinfo.com/ci/content/player/26135.html"
"861","http://www.espncricinfo.com/ci/content/player/364302.html"
"862","http://www.espncricinfo.com/ci/content/player/41485.html"
"863","http://www.espncricinfo.com/ci/content/player/637293.html"
"864","http://www.espncricinfo.com/ci/content/player/577345.html"
"865","http://www.espncricinfo.com/ci/content/player/596664.html"
"866","http://www.espncricinfo.com/ci/content/player/529349.html"
"867","http://www.espncricinfo.com/ci/content/player/637496.html"
"868","http://www.espncricinfo.com/ci/content/player/8119.html"
"869","http://www.espncricinfo.com/ci/content/player/6903.html"
"870","http://www.espncricinfo.com/ci/content/player/35731.html"
"871","http://www.espncricinfo.com/ci/content/player/56054.html"
"872","http://www.espncricinfo.com/ci/content/player/331375.html"
"873","http://www.espncricinfo.com/ci/content/player/45705.html"
"874","http://www.espncricinfo.com/ci/content/player/47270.html"
"875","http://www.espncricinfo.com/ci/content/player/47666.html"
"876","http://www.espncricinfo.com/ci/content/player/38058.html"
"877","http://www.espncricinfo.com/ci/content/player/36993.html"
"878","http://www.espncricinfo.com/ci/content/player/390484.html"
"879","http://www.espncricinfo.com/ci/content/player/39091.html"
"880","http://www.espncricinfo.com/ci/content/player/44752.html"
"881","http://www.espncricinfo.com/ci/content/player/38373.html"
"882","http://www.espncricinfo.com/ci/content/player/51436.html"
"883","http://www.espncricinfo.com/ci/content/player/4864.html"
"884","http://www.espncricinfo.com/ci/content/player/233528.html"
"885","http://www.espncricinfo.com/ci/content/player/221453.html"
"886","http://www.espncricinfo.com/ci/content/player/26140.html"
"887","http://www.espncricinfo.com/ci/content/player/234766.html"
"888","http://www.espncricinfo.com/ci/content/player/26138.html"
"889","http://www.espncricinfo.com/ci/content/player/26127.html"
"890","http://www.espncricinfo.com/ci/content/player/26141.html"
"891","http://www.espncricinfo.com/ci/content/player/26139.html"
"892","http://www.espncricinfo.com/ci/content/player/308440.html"
"893","http://www.espncricinfo.com/ci/content/player/208245.html"
"894","http://www.espncricinfo.com/ci/content/player/473391.html"
"895","http://www.espncricinfo.com/ci/content/player/24728.html"
"896","http://www.espncricinfo.com/ci/content/player/24705.html"
"897","http://www.espncricinfo.com/ci/content/player/420423.html"
"898","http://www.espncricinfo.com/ci/content/player/680279.html"
"899","http://www.espncricinfo.com/ci/content/player/332398.html"
"900","http://www.espncricinfo.com/ci/content/player/233397.html"
"901","http://www.espncricinfo.com/ci/content/player/23298.html"
"902","http://www.espncricinfo.com/ci/content/player/542343.html"
"903","http://www.espncricinfo.com/ci/content/player/23874.html"
"904","http://www.espncricinfo.com/ci/content/player/402549.html"
"905","http://www.espncricinfo.com/ci/content/player/446808.html"
"906","http://www.espncricinfo.com/ci/content/player/26147.html"
"907","http://www.espncricinfo.com/ci/content/player/26157.html"
"908","http://www.espncricinfo.com/ci/content/player/524093.html"
"909","http://www.espncricinfo.com/ci/content/player/420492.html"
"910","http://www.espncricinfo.com/ci/content/player/26150.html"
"911","http://www.espncricinfo.com/ci/content/player/208380.html"
"912","http://www.espncricinfo.com/ci/content/player/497577.html"
"913","http://www.espncricinfo.com/ci/content/player/227771.html"
"914","http://www.espncricinfo.com/ci/content/player/16406.html"
"915","http://www.espncricinfo.com/ci/content/player/23460.html"
"916","http://www.espncricinfo.com/ci/content/player/215058.html"
"917","http://www.espncricinfo.com/ci/content/player/55988.html"
"918","http://www.espncricinfo.com/ci/content/player/227455.html"
"919","http://www.espncricinfo.com/ci/content/player/55944.html"
"920","http://www.espncricinfo.com/ci/content/player/40582.html"
"921","http://www.espncricinfo.com/ci/content/player/303437.html"
"922","http://www.espncricinfo.com/ci/content/player/222728.html"
"923","http://www.espncricinfo.com/ci/content/player/47623.html"
"924","http://www.espncricinfo.com/ci/content/player/20431.html"
"925","http://www.espncricinfo.com/ci/content/player/12461.html"
"926","http://www.espncricinfo.com/ci/content/player/37004.html"
"927","http://www.espncricinfo.com/ci/content/player/46934.html"
"928","http://www.espncricinfo.com/ci/content/player/45949.html"
"929","http://www.espncricinfo.com/ci/content/player/52969.html"
"930","http://www.espncricinfo.com/ci/content/player/52962.html"
"931","http://www.espncricinfo.com/ci/content/player/48487.html"
"932","http://www.espncricinfo.com/ci/content/player/49633.html"
"933","http://www.espncricinfo.com/ci/content/player/55353.html"
"934","http://www.espncricinfo.com/ci/content/player/240609.html"
"935","http://www.espncricinfo.com/ci/content/player/19296.html"
"936","http://www.espncricinfo.com/ci/content/player/38062.html"
"937","http://www.espncricinfo.com/ci/content/player/248920.html"
"938","http://www.espncricinfo.com/ci/content/player/55883.html"
"939","http://www.espncricinfo.com/ci/content/player/28763.html"
"940","http://www.espncricinfo.com/ci/content/player/35263.html"
"941","http://www.espncricinfo.com/ci/content/player/227712.html"
"942","http://www.espncricinfo.com/ci/content/player/230855.html"
"943","http://www.espncricinfo.com/ci/content/player/18632.html"
"944","http://www.espncricinfo.com/ci/content/player/5766.html"
"945","http://www.espncricinfo.com/ci/content/player/56149.html"
"946","http://www.espncricinfo.com/ci/content/player/50914.html"
"947","http://www.espncricinfo.com/ci/content/player/6278.html"
"948","http://www.espncricinfo.com/ci/content/player/232285.html"
"949","http://www.espncricinfo.com/ci/content/player/5941.html"
"950","http://www.espncricinfo.com/ci/content/player/37095.html"
"951","http://www.espncricinfo.com/ci/content/player/377639.html"
"952","http://www.espncricinfo.com/ci/content/player/32685.html"
"953","http://www.espncricinfo.com/ci/content/player/30102.html"
"954","http://www.espncricinfo.com/ci/content/player/32130.html"
"955","http://www.espncricinfo.com/ci/content/player/328026.html"
"956","http://www.espncricinfo.com/ci/content/player/272994.html"
"957","http://www.espncricinfo.com/ci/content/player/46681.html"
"958","http://www.espncricinfo.com/ci/content/player/5939.html"
"959","http://www.espncricinfo.com/ci/content/player/39821.html"
"960","http://www.espncricinfo.com/ci/content/player/274926.html"
"961","http://www.espncricinfo.com/ci/content/player/52197.html"
"962","http://www.espncricinfo.com/ci/content/player/56251.html"
"963","http://www.espncricinfo.com/ci/content/player/245373.html"
